age, fnlwgt, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 79990.5, 2377, 0, 40, *, United-States, Male, White, *, *, *, <=50K, 12
50, 98300.5, 0, 0, 14, Self, United-States, *, *, *, *, *, <=50K, 13
50, 98300.5, 0, 0, 14, Self, United-States, *, *, *, *, *, <=50K, 9
50, 98300.5, 0, 0, 14, Self, United-States, *, *, *, *, *, <=50K, 3
38, 216350, 0, 0, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 9
38, 216350, 0, 0, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 10
38, 216350, 0, 0, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 11
53, 235797, 0, 0, 40, *, United-States, Male, Black, *, *, *, *, 7
53, 235797, 0, 0, 40, *, United-States, Male, Black, *, *, *, *, 12
53, 235797, 0, 0, 40, *, United-States, Male, Black, *, *, *, *, 14
28, 338890.5, 0, 0, 40, Private, America, *, *, *, *, services, <=50K, 13
28, 338890.5, 0, 0, 40, Private, America, *, *, *, *, services, <=50K, 13
28, 338890.5, 0, 0, 40, Private, America, *, *, *, *, services, <=50K, 10
37, 285304, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, *, 14
37, 285304, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, *, 9
37, 285304, 0, 0, 40, Private, United-States, *, White, Married-civ-spouse, *, *, *, 9
49, 160187, 0, 0, 16, Private, America, Female, *, *, *, *, *, 5
49, 160187, 0, 0, 16, Private, America, Female, *, *, *, *, *, 9
49, 160187, 0, 0, 16, Private, America, Female, *, *, *, *, *, 9
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
52, 215587, 0, 0, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
31.5, 59205.5, 14554, 0, 50, *, United-States, *, White, *, *, *, >50K, 14
31.5, 59205.5, 14554, 0, 50, *, United-States, *, White, *, *, *, >50K, 13
31.5, 59205.5, 14554, 0, 50, *, United-States, *, White, *, *, *, >50K, 15
